farmacia_nro_soe;titular_nombre;direccion_vial_tipo;direccion_vial_nombre;direccion_vial_nro;municipio_nombre;localizacion_coordenada_x;localizacion_coordenada_y
1869;Carmen Freijeiro Martinez;CALLE;General Asensio;1;Sevilla la Nueva;412855;4466569
1870;Mª Esther Murias Fernandez;AVDA;de Betanzos;61;Madrid;439591;4481115
1871;Beatriz Bartolome Diez;CALLE;de Pablo Casals;4;Alcalá de Henares;468033;4482124
1872;Jorge Montero De Espinosa Pombo;AVDA;del Doctor Federico Rubio y Galí;68;Madrid;439699;4478241
1873;Jose Javier Richante Astilleros;AVDA;Rey Juan Carlos I;52;Leganés;436275;4465139
1874;Mª Del Pilar Sanchez Sanchez;CALLE;de Illescas;183;Madrid;435926;4471502
1875;Rocio Aragon Gras;CALLE;de Paredes de Nava;23;Madrid;446789;4474520
1876;Mª Bella Jimenez Garcia;CALLE;Maravillas;8;Colmenarejo;414001;4490531
1877;Maria Victoria Escudero Mendez;CALLE;Alicante;4;Getafe;438748;4462664
1878;Mª Angustias Asensio Gimenez;CALLE;de Hilarión Eslava;27;Madrid;439205;4476282
1879;Javier Rodriguez  Coarasa;PASEO;de los Curas;16;Alcalá de Henares;468592;4480827
1880;Mª Blanca Urgal Polo;AVDA;del Doctor García Tapia;192;Madrid;445879;4473260
1881;Miguel Gonzalez De La Torre;CALLE;de Jacobinia;22;Madrid;436323;4469854
1882;Ana Sarabia Vallejo;CALLE;de Joaquín Turina;42;Madrid;435906;4469328
1883;Laura Cuena Gallego;CALLE;Real;20;Collado Mediano;413275;4505175
1884;Aranzazu Bravo Garcia;CALLE;Alpujarras;46;Leganés;436387;4464615
1885;Amparo Bonilla Guijarro;CALLE;de Tribaldos;5;Madrid;446338;4479822
1886;Ana Maria Quintana Recarte;CALLE;Sagra;37;Leganés;436193;4465042
1887;Sofia Azcona Sanz;AVDA;Rey Juan Carlos I;4;Leganés;435480;4465171
1888;Elena Cristina Izquierdo Sánchez;CALLE;del Cóndor;2;Getafe;437321;4461748
1889;Marta Miñano Murias;CALLE;de la Encomienda de Palacios;225;Madrid;445822;4472212
1890;Rosalia Gozalo Corral;CALLE;Real de Arganda;40;Madrid;447544;4470050
1891;Ana Leonor Escolar Sanchez;CALLE;de Campezo;14;Madrid;450519;4477123
1892;Sara Perez Grande;CALLE;Galicia;7;Getafe;438758;4462559
1893;Jesus Maria Sanz Ramirez;CALLE;Alcarria;58;Leganés;435704;4464713
1894;Juan Ramon Goya Ramos;CALLE;Vía Complutense;73;Alcalá de Henares;469688;4481998
1895;Beatriz Orive Varela;CALLE;del Puerto de Maspalomas;26;Madrid;439444;4481195
1896;Elena Zotes Garcia;PLAZA;del Puerto de la Cruz;1;Madrid;439329;4481067
1897;Andres Palacios Bujalance;CALLE;Cruz de San Sebastián;3;Alcalá de Henares;468674;4480677
1898;Paloma Elena Ortigosa Barbero;CALLE;Moraña;23;Leganés;435836;4464907
1899;Arturo Martinez Padial;CALLE;de la Campiña;12;Madrid;443109;4470012
1900;Manuela Perez Caballero;AVDA;de Madrid;12;Navacerrada;414191;4509151
1901;Alberto Garcia Romero;CALLE;de la Hacienda de Pavones;231;Madrid;446141;4472428
1902;Javier Amado  Ruiz;CALLE;del Puerto de Balbarán;121;Madrid;443741;4470023
1903;Santiago Jesus Serrano De La Cruz Garcia;CALLE;Rioja;3;Leganés;435837;4465105
1904;Blanca Garcia De Sola Cabello De Alba;CALLE;del Hospital de San José;18;Getafe;438002;4461963
1905;Pedro Garcia Olivera;CALLE;Bureba;29;Leganés;436302;4464772
1906;Consuelo Molina Castro;PLAZA;San Francisco de Asís;3;Alcalá de Henares;468025;4480702
1907;Elena Dabrio Polo;AVDA;de la Gran Vía de Hortaleza;53;Madrid;445147;4479970
1908;Maria Elena Madruga Carpintero;CALLE;Santiago;19;Alcalá de Henares;468879;4481462
1909;Jose Guillermo Pereira Diez;CALLE;de Amador Valdés;18;Madrid;444799;4475764
1910;Enrique Naranjo Sandeogracias;AVDA;Rey Juan Carlos I;98;Leganés;437052;4465324
1911;Elisa Martin-Montalvo Vera;CALLE;de Fermín Caballero;76;Madrid;439398;4481448
1912;Luis Ignacio Martinez Garcia;CALLE;Marqués de Alonso Martínez;9;Alcalá de Henares;469713;4481688
1913;Maria Carmen Rojo Lopez;AVDA;de Valladolid;41;Madrid;438101;4475588
1914;Carolina Arizcun De Andrés;AVDA;de Baviera;1;Madrid;443595;4476990
1915;Fernando Alarcon Fernandez;AVDA;de Pío XII;2;Madrid;442667;4479123
1916;Monica Garcia Martin;CALLE;Andrea Doria;1;Alcalá de Henares;469802;4481504
1917;Jose Antonio Dimas Palomo;CALLE;de Melchor Fernández Almagro;12;Madrid;440774;4481049
1919;Pablo Arias Martinez;CALLE;Mayorazgo;24;Leganés;436195;4465466
1920;Carlos Escudero Garcia;CALLE;de Nebulosas;2;Madrid;441910;4471746
1922;Alicia Martin Andres;CALLE;de O'Donnell;15;Madrid;442386;4474804
1923;Jose Antonio Mingo Garrote;CALLE;de Hungría;3;Fuenlabrada;432010;4459671
1924;Diana Stoyanova Stoyanova;PLAZA;de España;7;Madrid;439585;4474885
1925;Rosa Maria Barba Vera;CALLE;del Parque Eugenia de Montijo;28;Madrid;436117;4470042
1926;Mª Luisa Alonso Ortega;CALLE;Alfonso VI;2;Alcalá de Henares;469348;4484650
1927;Arancha Galan Rodriguez;CALLE;Parque Vosa;13;Móstoles;426479;4464491
1928;Jorge Hernaiz Mena;CALLE;Titulcia;11;Getafe;438384;4462806
1929;Margarita Olleros Lledo;CALLE;Pedroches;7;Leganés;436106;4465345
1930;Angel Santiago Alonso Martin;CALLE;Alcor;6;Alcalá de Henares;468535;4482175
1931;Juan Figarola Torres;CALLE;Priorato;71;Leganés;436369;4465673
1932;Eugenia Mª Montero Gordon;CALLE;de Alfonso XII;27;Móstoles;425678;4463443
1933;Carmen Fernandez Moreno;PLAZA;del Navío;s/n;Madrid;450119;4478521
1934;Pablo Antonio Lopez Veiga;AVDA;de Niza;5;Madrid;448571;4475209
1935;Mª Del Carmen Jimenez Alarcon;AVDA;Europa;31;Pozuelo de Alarcón;433009;4477361
1936;Maria Carmen Esther Bustos Serantes;PASEO;de la Castellana;264;Madrid;441767;4480424
1937;Almendra Maria Fernandez Rodriguez-Acosta;CALLE;Segovia;34;Alcalá de Henares;470267;4481639
1938;Alba López Foguer;CALLE;de Puerto Serrano;3;Madrid;441659;4470774
1939;Maria Pilar Uguina Zamorano;CALLE;de Gregorio Benítez;16;Madrid;444976;4477920
1940;Pilar Barja Noguerol;CALLE;del Mar Báltico;3;Madrid;445532;4480420
1941;Pedro Ramos Esteban;CALLE;Monegros;8;Leganés;435853;4465253
1942;Raquel Viñuela Cabezas De Herrera;CALLE;Lope de Rueda;1;Alcalá de Henares;469632;4482119
1943;Maria Amalia Nuñez Blazquez;CALLE;de El Asombro de Damasco;14;Madrid;440414;4467702
1944;Ricardo Gonzalez Matesanz;CALLE;del Tántalo;10;Madrid;442145;4467092
1945;Jose Ignacio De Pablo Gutierrez;CALLE;San Marcos;6;Alcalá de Henares;469286;4480898
1946;Maria Concepcion Cid De La Cueva;CALLE;de Núñez de Balboa;121;Madrid;442164;4476492
1947;Mª Almudena Fernandez Martin;CALLE;Budapest;s/n;Torrejón de Ardoz;460701;4479091
1948;Maria Angeles Requejo Pomar;CTRA;Húmera;16;Pozuelo de Alarcón;432066;4477572
1949;Mª Teresa Vicente Martin;CALLE;Brunete;2;Getafe;437555;4462016
1950;Maria Del Carmen Recio Valencia;CALLE;del Pez Austral;4;Madrid;443450;4473877
1951;Mercedes Vazquez Martinez;AVDA;Gran Bretaña;S/N;Leganés;437506;4465623
1952;Maria Luz Rodriguez Garcia;AVDA;Nuestra Señora de Belén;17;Alcalá de Henares;467486;4480603
1953;Ignacio Javier Diez Elosua;CALLE;del Empecinado;22;Móstoles;427014;4463887
1954;Francisco Lorenzo Navarro;CALLE;San Asturio Serrano;7;Alcalá de Henares;467783;4480551
1955;Luis Ramos Contreras;CALLE;de los Hermanos Trueba;37;Madrid;443748;4470781
1956;Esther Ladrón De Guevara Postigo;TRVA;de Cisneros;3;Alcorcón;429258;4466452
1957;Paula Robles Cosmen;CALLE;de Oña;27;Madrid;443511;4482225
1958;Irene Guardiola Neira;CALLE;de Santa Susana;5;Madrid;445149;4480824
1959;Rocio Escalante Terron;CALLE;de Guadalajara;11;Madrid;447830;4478324
1960;David Lagos Sanchez;AVDA;de la Peseta;31;Madrid;435270;4468472
1961;Irene Muñoz Rubio;CALLE;de Fermín Caballero;8;Madrid;440695;4482050
1962;Maria Carmen Romano Duran;CALLE;de Camarena;68;Madrid;435855;4471860
1963;Raquel Villar Esteban;CALLE;del General Ricardos;182;Madrid;437649;4470953
1964;Elena Amelia Requejo Lopez;CALLE;del Conde Duque;42;Madrid;439839;4475612
1965;Guadalupe Merolla Onceja;CTRA;de Canillas;108;Madrid;445521;4479486
1966;Elena Lopez Garcia;CALLE;de Oviedo;35;Madrid;440726;4477824
1967;Blanca Isabel Galindo Martinez;AVDA;de Andalucía;km;Madrid;441193;4468244
1968;Araceli Gisbert Garcia;CALLE;de Aldeanueva de la Vera;10;Madrid;434076;4470269
1969;Noelia Lomas Blanco;CALLE;de Forges;13;Madrid;448925;4472909
1970;María Blanca De Loma-Ossorio Rubio;CALLE;de Jerez;3;Madrid;442519;4479554
1971;Jose Luis Montero De Espinosa Y Rodriguez;AVDA;de Aragón;34;Getafe;439246;4462727
1972;Mª Jose Barquilla Diaz;CALLE;de Francisco Iglesias;24;Madrid;443559;4472213
1973;Paloma Juanas Martin;AVDA;de los Ángeles;43;Getafe;438944;4462369
1974;Clara Victoria Rueda De Lecea;CALLE;de Almagro;11;Madrid;441192;4475737
1975;Laura Martinez Gaite;CALLE;de la Constitución;121;Alcobendas;445339;4488686
1976;Antonio De La Peña Soto;AVDA;de Logroño;122;Madrid;450716;4480286
1977;Eloina Verduras Riera;CALLE;de Carmen Cobeña;5;Madrid;439661;4472461
1978;Victoria Silvia Saez Alonso;CALLE;de Carlos Caamaño;8;Madrid;443238;4479498
1979;Mª Isabel Ruiz Garcia;CALLE;del Camino de los Vinateros;70;Madrid;444657;4473473
1980;Maria Del Carmen Balgoma Huidobro;CALLE;de Valderrodrigo;54;Madrid;439007;4480126
1981;Pedro Perez Carbonell;CALLE;de Leoncio Rojas;36;Getafe;437980;4461534
1983;Antonio Francisco Sernandez Andrada;CALLE;de Luis Ruiz;90;Madrid;446143;4475100
1984;Mª Remedios Regodon Mena;CALLE;de la Canoa;18;Madrid;449850;4478293
1985;Beatriz Sacristan Matesanz;CALLE;Rioja;93;Leganés;436117;4464684
1986;Sara Gimeno Colorado;CMNO;de Ganapanes;33;Madrid;439306;4480742
1987;Esther Paula Calvo De Mora Alvarez;CALLE;del Butrón;27;Madrid;448403;4475194
1988;Cristina Zoraida Giannini;CALLE;de Sierra Bermeja;41;Madrid;443901;4471264
1989;Ruth Ferrero Boveda;CALLE;Priorato;44;Leganés;436363;4465387
1990;Maria Luisa Gragera Romero;CALLE;de San José de Calasanz;4;Getafe;437940;4462409
1991;Juan Carlos Sepulveda Muñoz;CALLE;Garcilaso;40;Getafe;437409;4461981
1992;Angeles Alvarez Santos;CALLE;San Vicente;25;Getafe;438307;4462189
1993;Saul Medina Izquierdo;AVDA;Juan Carlos I;15;Villanueva del Pardillo;418102;4483034
1994;Mª Del Carmen Prieto Campo;PLAZA;Magdalena;4;Getafe;437968;4461721
1995;Lourdes Abad Lopez;CALLE;Monegros;12;Leganés;435943;4465478
1996;Diana Martin Roche;CALLE;Priorato;19;Leganés;436025;4465727
1997;Alejandro Sanchez Del Castillo;CALLE;de los Cantos;12;Alcorcón;429739;4466038
1998;Diego Cabanillas Gonzalez;CALLE;de Villaamil;21;Madrid;440096;4478842
1999;Eloisa Lozano Peralta;CALLE;OSLO;20;Alcorcón;428471;4466433
2000;Rosa Maria Duran Pajuelo;CALLE;Castellón de la Plana;10;Getafe;439013;4462658
2001;Maria Reyes Galan De La Torre;CALLE;de Valcarlos;17;Madrid;443125;4483446
2002;Beltran Martinez Nuevo;CALLE;Zaragoza;3;Torrejón de Ardoz;459124;4478389
2003;Mercedes Cañadillas Conejo;CALLE;de Sangenjo;5;Madrid;440296;4481695
2004;Belen Vara Izquierdo;CALLE;de la Huerta;5;Alcorcón;429826;4466427
2005;Paloma Escorial Sainz;CALLE;del Arroyo Fontarrón;393;Madrid;445985;4471813
2007;Isabel Otero Toranzo;CALLE;Luis de Medina;3;Alcalá de Henares;469795;4482130
2008;Maria Cordera Gil;CALLE;Olímpica Conchita Puig;10;Alcorcón;430492;4466250
2009;Francisco Javier Contreras Corrales;CALLE;Nilo;1;Alcorcón;429018;4464840
2010;Alberto Olmos Garcia;CALLE;José Luis Garci;4;Getafe;437537;4463604
2011;Elvira Isabel Santos Postigo;CALLE;de Anoeta;s/n;Madrid;440289;4466903
2012;Maria Dolores Cañizares Plaza;PASEO;del Prado;26;Madrid;441166;4473728
2013;Mª Elena Cano Duce;CALLE;de Julia García Boután;12;Madrid;448397;4475629
2014;Hilario Martin Navarro;CALLE;de Porto Cristo;9;Alcorcón;430602;4467070
2015;Guadalupe De La  Gala Sanchez;CALLE;de la Luna;2;Alcorcón;429857;4466195
2016;Nicolas Martinez Alonso;PLAZA;de Santo Domingo;9;Alcorcón;429763;4466328
2017;Sonia Mate Yague;CALLE;de Venus;1;Alcorcón;431210;4467177
2018;Carlos Garcia Honduvilla;AVDA;Lisboa;10;Alcorcón;430495;4467295
2019;Mª Araceli Povedano Del Yerro;CALLE;Nuestra Señora del Pilar;14;Leganés;434635;4464219
2020;Ignacio Moliner Zambalamberri;AVDA;de Guadalajara;41;Madrid;447461;4474624
2021;Noelia Tejedor Garcia;CALLE;de la Argenta;12;Madrid;447812;4474882
2022;Mª Teresa Saiz Areses;CALLE;Gabriela Mistral;1;Alcorcón;429620;4465646
2023;Mercedes Oramas Gallar;AVDA;de Guadalajara;77;Madrid;447717;4474726
2024;Maria Paz Cabero Montero;CALLE;de las Vegas;19;Alcorcón;429393;4466764
2025;Iraida Morales Del Nero;CALLE;de la Virgen de las Viñas;5;Madrid;448583;4470207
2026;Francisco Javier Cuesta Torrado;CALLE;Santo Domingo;2;Leganés;433878;4467977
2027;Ana Garcia Guijarro;CALLE;Navarra;1;Alcorcón;429441;4466482
2028;Maria Teresa Revilla Delgado;CALLE;de Fermín Caballero;29;Madrid;440399;4481852
2029;Elena Soriano Zulueta;CALLE;de Arturo Soria;214;Madrid;443833;4479166
2030;Isabel Martos Perez;CALLE;de Andorra;67;Madrid;445427;4478961
2031;Mª Del Pilar Soto Gonzalez;CALLE;de los Alpes;4;Alcorcón;429159;4466590
2032;Mercedes Pardeiro Martin;CALLE;de Valdebernardo;20;Madrid;446454;4472657
2033;Maria Guadalupe Del Rio Arroyo;AVDA;de Oporto;52;Madrid;438464;4470833
2034;Ana María Santamaría Carreras;CALLE;de las Zayas;2;Madrid;447005;4475500
2035;Mª Luisa Garcia Gonzalez;CALLE;de Luis de Hoyos Sáinz;45;Madrid;446664;4472492
2036;Carlos Ullan De La Rosa;CALLE;de la Hacienda de Pavones;191;Madrid;445801;4472740
2037;Maria Isabel Delgado Garcia;CALLE;de Zamora;3;Alcorcón;429383;4466218
2038;Juan Diego Garcia Gutierrez;CALLE;Londres;18;Torrejón de Ardoz;459947;4478883
2039;Beatriz Purificacion Navarro Torío;CALLE;Hernán Cortés;30;Leganés;434535;4464032
2040;Mª Teresa Gomez Alonso;CALLE;de Daoíz;15;Móstoles;426254;4464236
2041;Begoña Martinez Imaz;CALLE;de Salvador Allende;28;Madrid;435642;4468333
2042;Ana Patricia Gil Gil;CALLE;de Porto Lagos;9;Alcorcón;430445;4466792
2043;Paloma Quesada Riveriego;CALLE;de Suecia;81;Madrid;448606;4475895
2044;Ernesto Francisco Ruiz Lopez;PLAZA;del Doctor Laguna;3;Madrid;442900;4474070
2045;Ana Isabel Arraiz Barrón;CALLE;de Sirio;62;Madrid;443545;4473418
2046;Rocio Margarita Martin Valle;CALLE;de Sierra de Contraviesa;40;Madrid;442961;4470427
2047;Josefina Gomez Alonso;CALLE;Huerta;17;Alcorcón;429953;4466393
2048;Jesus Povedano Del Yerro;CALLE;el Charco;24;Leganés;434745;4464519
2049;Mª Pilar Alvarez Lopez;AVDA;de los Carabancheles;21;Alcorcón;429910;4467077
2050;Juan Alberto Olivares Fisac;AVDA;del Ingenioso Hidalgo;5;Getafe;440189;4463297
2051;Gema Mª Puyol Garcia;PASEO;de la Estación;17;Getafe;437883;4463103
2052;Vicente Moya Rueda;CALLE;Cañada;25;San Fernando de Henares;454488;4475003
2053;Rosario Mateo Vic;CALLE;de Arturo Soria;321;Madrid;443292;4481222
2054;Concepcion Gomez Saez;CALLE;de Jesús del Pino;24;Madrid;447056;4470293
2055;Begoña González-Palacios Ortea;AVDA;de España;20;Getafe;438625;4462627
2056;Ana Maria Gomez Rodriguez;CALLE;Alpujarras;37;Leganés;436404;4464917
2057;Roberto Diaz-Cano Seminario;CALLE;Colón;37;Alcorcón;429670;4466479
2058;Isabel Pedregal Freire;AVDA;de Burgos;42;Madrid;442748;4481463
2059;Silvia Martínez Marugán;CALLE;de Javier de Miguel;34;Madrid;443868;4471011
2060;Adela Riera Rico;CALLE;del Príncipe Carlos;50;Madrid;444438;4482773
2061;Javier Santos Manglano;AVDA;de Monforte de Lemos;79;Madrid;440511;4481231
2062;Belen Chaparro  Diogo;CALLE;del Aguacate;30;Madrid;436552;4469241
2063;Belen Flores Luque;CALLE;Santa Rosa;6;Leganés;434628;4464739
2064;Cristina Mate Martínez;PASEO;del Molino;15;Madrid;441194;4471294
2065;Andrea Jimenez Martin;CALLE;de Mirabel;45;Madrid;433682;4470205
2066;Federico Jose Regalado Sanchez;CALLE;de la Canoa;49;Madrid;449912;4478453
2067;Carmen Maria Porras Valero;CALLE;de Urano;8;Alcorcón;431231;4467320
2068;Ana Garcia-Alegre Luzarraga;PASEO;de las Moreras;6;Madrid;439618;4466494
2069;Mª Teresa Martinez Gallego;CALLE;Vía Lusitana;43;Madrid;437801;4469552
2070;Maria Bermudez Carrasco;CALLE;de Sapporo;2;Alcorcón;430486;4466473
2071;Alba Del  Pozo Zaldivar;CALLE;de Don Quijote;1;Alcorcón;429600;4465876
2072;Mª Ofelia Fernandez Corchero;AVDA;de la Albufera;119;Madrid;444034;4471624
2073;Juan Carlos Junquera Yebes;CALLE;de Bahía de Palma;16;Madrid;449821;4479317
2074;Eduardo Pastor Fernandez;CALLE;del Río Segre;2;Alcorcón;430815;4466399
2075;Javier Tamayo Carmona;CALLE;del General Marvá;9;Madrid;440062;4471285
2076;Belén García Alonso;CALLE;del Retablo;13;Alcorcón;429816;4467175
2077;Lourdes Duran Rodriguez;CALLE;la Concordia;9;Moraleja de Enmedio;426877;4457108
2078;Maria Rosario Capilla Fernandez-Pacheco;CALLE;de los Montes de Barbanza;13;Madrid;447483;4469822
2079;Eva Tejedor Olmos;CALLE;de José de Cadalso;90;Madrid;434772;4469760
2080;Jose Luis Noarbe Gonzalez;AVDA;Madrid;8;Coslada;454023;4474804
2081;Paloma Álvarez García;CALLE;Chiapas;2;Rozas de Madrid, Las;426435;4481752
2082;Ana Garcia Valiente;AVDA;Lisboa;24;Alcorcón;430975;4467704
2083;Alejandro Jose Buendia Serrano;CALLE;de Cebreros;54;Madrid;436580;4472958
2084;Antonio Corporales Garrido;CALLE;Monegros;55;Leganés;436258;4465619
2085;Milagros Corcuera Pindado;CALLE;de Marchamalo;3;Madrid;445048;4472077
2086;Ana Sanchez Crespo;PLAZA;de los Príncipes de España;1;Alcorcón;430469;4467073
2087;Manuel Ramos Gutierrez;CALLE;de los Feriantes;3;Madrid;450823;4480125
2088;Ángel Beltrán Giménez;CALLE;de la Isla de Ons;22;Madrid;438799;4481294
2089;Ignacio Jose Romeo Granados;CALLE;de Agustín Calvo;4;Madrid;444782;4479425
2090;Eva Guillermina Jordan Manzano;CALLE;de Manuel Laguna;32;Madrid;443535;4470369
2091;Fernando -Julián Corrales Díaz;CALLE;de Gloria Fuertes;181;Madrid;438498;4483013
2092;Teresa Pozo Sanchez;CALLE;Sevilla;20;San Sebastián de los Reyes;446012;4489089
2093;Sandra Esteban Torrente;CALLE;de Rafael Finat;45;Madrid;434775;4470239
2094;Wilma Villaro Garcia;AVDA;de la Estación;4;Pelayos de la Presa;387012;4468936
2095;Santiago Cesar Diez Peñas;CALLE;Veracruz;24;Móstoles;427306;4463351
2096;Ana Riesco Sanchez;PASEO;de los Olmos;18;Madrid;439663;4472895
2097;Marta Gutierrez Martin;CALLE;Olimpiada;1;Alcorcón;430627;4466358
2098;Iñigo Collantes Bellido;AVDA;del Alcalde José Aranda;55;Alcorcón;430801;4467064
2099;Alfredo Simon Trashorras Alvarez;PASEO;de Extremadura;200;Madrid;436647;4473236
2100;Jesus Cañas Capellan;PASEO;de Arroyomolinos;33;Móstoles;425924;4463074
2101;Maria Teresa Ahijon Gil;CALLE;de la Fuente del Lobo;2;Santos de la Humosa, Los;478402;4483489
2102;Almudena Alonso Gordo;CALLE;de Villarta;6;Madrid;442555;4469975
2103;Julia Coto Fernández;AVDA;de San Martín de Valdeiglesias;S/N;Alcorcón;429536;4467779
2104;Cristina Soto Araneta;CALLE;de Fermín Caballero;51;Madrid;440119;4481744
2105;Mª Luisa Alarcon Lorenzo;CALLE;Navayuncosa;7;Aldea del Fresno;397904;4464490
2106;Ramón Gaspar Gil-Delgado García-Morales;CALLE;de Santiago de Compostela;48;Madrid;440389;4481782
2107;Carolina Jimenez-Castellanos Lucena;CALLE;Sierra Picos de Europa;24;Alcorcón;430153;4466568
2108;Cristina Canal Fontcuberta;CALLE;de Mohernando;8;Madrid;444903;4471884
2109;Beatriz Quintanilla Garcia;CALLE;de Santiago de Compostela;60;Madrid;439901;4481484
2110;Tatiana Castellanos Yrazu;CALLE;de los Emigrantes;3;Madrid;446021;4479679
2111;Lorenzo Angel Jimenez Jimenez;CALLE;de Doménico Scarlatti;3;Madrid;439312;4477027
2112;Cristina Palla Calvo;CALLE;del Berrocal;60;Madrid;442622;4465863
2113;Virginia Pulido Ruiz;CALLE;de Vallandes;1;Madrid;440295;4471413
2114;Felipe Pelayo Bayyon Cubero;AVDA;de Nuestra Señora de Fátima;90;Madrid;436461;4470327
2115;Mª Amalia Hurtado De Haro;CALLE;de Rodrigo de Triana;3;Madrid;446405;4474670
2116;Maria Torres Ayuso;PLAZA;de San Vicente de Paúl;5;Madrid;438328;4470788
2117;Cesar Mantecon Silva;CALLE;de las Islas Cíes;15;Madrid;439150;4481297
2118;Virtudes Guzman Martinez;CALLE;de Galicia;3;Pinto;440818;4455465
2119;Jose Manuel Castillo Martin;CALLE;del Chaparral;15;Madrid;446133;4480218
2120;Jesus Del Olmo Anton;CALLE;Sierra de Alcubierre;7;Alcorcón;430171;4466359
2121;Ramona Angeles, De La Torre Aguado;AVDA;de la O.N.U.;9;Móstoles;427501;4464537
2122;Dolores Asensio Ramos;CALLE;de Guetaria;84;Madrid;439227;4468990
2123;Mª Aranzazu Blanca Salazar;AVDA;de El Ferrol;4;Madrid;440361;4480707
2124;Mª De La Montaña Avila Palacios;CALLE;de Fernando Díaz de Mendoza;43;Madrid;439680;4471645
2125;Laura Jimenez Gómez;CALLE;de Andorra;27;Madrid;445293;4479199
2126;Emilio Romero Heredia;CALLE;de San Mariano;23;Madrid;448026;4477172
2127;Marta Martinez Martinez;CALLE;de Alicun;18;Madrid;444070;4481165
2128;Luis Menendez-Castañedo Fernandez;CALLE;del Bronce;4;Madrid;441530;4471536
2129;Maria Consolacion Baos Echevarria;CALLE;del Poeta Esteban de Villegas;16;Madrid;442377;4473291
2130;Beatriz Martin Bote;PASEO;de Juan XXIII;22;Madrid;439186;4477685
2131;Miguel Angel De Antonio Navio;AVDA;de Pablo Neruda;48;Madrid;445264;4471101
2132;Noemi Villanueva Manzanares;CALLE;de Puentelarra;5;Madrid;448475;4470469
2133;Paloma Rojo Izquierdo;CALLE;de la Constitución;61;Fuenlabrada;433209;4459282
2135;Jose Alonso Gomez;CALLE;San José;16;Alcorcón;429906;4466898
2136;Ana Cristina Celdran Carmona;CALLE;OSLO;1;Alcorcón;428605;4466670
2137;Alfonso Hidalgo Villar;CALLE;de Navalcarnero;4;Alcorcón;429469;4466915
